Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Badakhshan,451,7,99,,,2020-10-23
Badghis,678,12,613,,,2020-10-23
Baghlan,696,30,288,,,2020-10-23
Balkh,"2,261",96,"1,477",,,2020-10-23
Bamyan,900,12,707,,,2020-10-23
Dykundi,808,14,534,,,2020-10-23
Farah,435,15,80,,,2020-10-23
Faryab,260,17,237,,,2020-10-23
Ghazni,577,48,479,,,2020-10-23
Ghor,542,13,184,,,2020-10-23
Helmand,214,27,178,,,2020-10-23
Hirat,"6,972",251,"6,028",,,2020-10-23
Jawzjan,197,6,188,,,2020-10-23
Kabul,"15,197",553,"14,527",,,2020-10-23
Kandahar,"1,539",37,"1,387",,,2020-10-23
Kapisa,205,10,193,,,2020-10-23
Khost,429,38,389,,,2020-10-23
Kunar,426,19,382,,,2020-10-23
Kunduz,686,20,430,,,2020-10-23
Laghman,396,4,151,,,2020-10-23
Logar,549,27,514,,,2020-10-23
Nangarhar,"1,458",81,"1,094",,,2020-10-23
Nimroz,401,8,382,,,2020-10-23
Nooristan,87,,38,,,2020-10-23
Paktika,214,6,144,,,2020-10-23
Paktya,"1,228",36,"1,054",,,2020-10-23
Panjsher,302,16,260,,,2020-10-23
Parwan,418,20,321,,,2020-10-23
Samangan,333,14,311,,,2020-10-23
Sar-e-Pul,136,6,124,,,2020-10-23
Takhar,"1,148",37,735,,,2020-10-23
Urozgan,65,4,56,,,2020-10-23
Wardak,331,16,301,,,2020-10-23
Zabul,148,7,125,,,2020-10-23
Badakhshan,451,7,99,,,2020-10-22
Badghis,676,12,613,,,2020-10-22
Baghlan,696,30,288,,,2020-10-22
Balkh,"2,261",96,"1,466",,,2020-10-22
Bamyan,900,12,707,,,2020-10-22
Dykundi,808,14,419,,,2020-10-22
Farah,424,15,80,,,2020-10-22
Faryab,260,17,237,,,2020-10-22
Ghazni,577,47,479,,,2020-10-22
Ghor,542,13,184,,,2020-10-22
Helmand,214,27,178,,,2020-10-22
Hirat,"6,936",251,"6,028",,,2020-10-22
Jawzjan,197,6,188,,,2020-10-22
Kabul,"15,187",553,"14,527",,,2020-10-22
Kandahar,"1,537",37,"1,384",,,2020-10-22
Kapisa,205,10,193,,,2020-10-22
Khost,429,38,389,,,2020-10-22
Kunar,426,19,382,,,2020-10-22
Kunduz,686,20,430,,,2020-10-22
Laghman,396,4,151,,,2020-10-22
Logar,549,27,514,,,2020-10-22
Nangarhar,"1,458",81,"1,094",,,2020-10-22
Nimroz,401,8,382,,,2020-10-22
Nooristan,87,,38,,,2020-10-22
Paktika,214,6,144,,,2020-10-22
Paktya,"1,228",36,"1,054",,,2020-10-22
Panjsher,302,16,260,,,2020-10-22
Parwan,418,20,271,,,2020-10-22
Samangan,333,14,311,,,2020-10-22
Sar-e-Pul,136,6,124,,,2020-10-22
Takhar,"1,148",36,735,,,2020-10-22
Urozgan,65,4,56,,,2020-10-22
Wardak,331,16,301,,,2020-10-22
Zabul,148,7,125,,,2020-10-22
Badakhshan,451,7,99,,,2020-10-21
Badghis,676,12,613,,,2020-10-21
Baghlan,681,30,288,,,2020-10-21
Balkh,"2,250",95,"1,466",,,2020-10-21
Bamyan,900,12,707,,,2020-10-21
Dykundi,808,14,419,,,2020-10-21
Farah,424,15,80,,,2020-10-21
Faryab,260,17,237,,,2020-10-21
Ghazni,577,47,479,,,2020-10-21
Ghor,542,13,184,,,2020-10-21
Helmand,213,27,178,,,2020-10-21
Hirat,"6,895",251,"6,028",,,2020-10-21
Jawzjan,197,6,188,,,2020-10-21
Kabul,"15,175",553,"14,527",,,2020-10-21
Kandahar,"1,534",37,"1,377",,,2020-10-21
Kapisa,205,10,193,,,2020-10-21
Khost,429,38,389,,,2020-10-21
Kunar,424,19,382,,,2020-10-21
Kunduz,674,20,430,,,2020-10-21
Laghman,394,4,151,,,2020-10-21
Logar,549,27,514,,,2020-10-21
Nangarhar,"1,456",79,"1,094",,,2020-10-21
Nimroz,401,8,382,,,2020-10-21
Nooristan,87,,38,,,2020-10-21
Paktika,214,6,144,,,2020-10-21
Paktya,"1,228",36,"1,054",,,2020-10-21
Panjsher,300,16,260,,,2020-10-21
Parwan,406,19,271,,,2020-10-21
Samangan,333,14,311,,,2020-10-21
Sar-e-Pul,136,6,124,,,2020-10-21
Takhar,"1,148",36,735,,,2020-10-21
Urozgan,65,4,56,,,2020-10-21
Wardak,331,16,301,,,2020-10-21
Zabul,147,7,125,,,2020-10-21
Badakhshan,451,7,99,,,2020-10-20
Badghis,676,12,613,,,2020-10-20
Baghlan,681,30,288,,,2020-10-20
Balkh,"2,238",95,"1,466",,,2020-10-20
Bamyan,899,12,707,,,2020-10-20
Dykundi,803,14,419,,,2020-10-20
Farah,424,15,80,,,2020-10-20
Faryab,260,17,237,,,2020-10-20
Ghazni,577,47,479,,,2020-10-20
Ghor,542,13,184,,,2020-10-20
Helmand,213,27,178,,,2020-10-20
Hirat,"6,790",251,"6,028",,,2020-10-20
Jawzjan,197,6,188,,,2020-10-20
Kabul,"15,164",551,"14,497",,,2020-10-20
Kandahar,"1,532",37,"1,373",,,2020-10-20
Kapisa,205,10,193,,,2020-10-20
Khost,429,38,389,,,2020-10-20
Kunar,424,19,382,,,2020-10-20
Kunduz,667,20,430,,,2020-10-20
Laghman,394,4,151,,,2020-10-20
Logar,549,27,514,,,2020-10-20
Nangarhar,"1,456",79,"1,094",,,2020-10-20
Nimroz,401,8,382,,,2020-10-20
Nooristan,87,,38,,,2020-10-20
Paktika,214,6,144,,,2020-10-20
Paktya,"1,228",36,"1,054",,,2020-10-20
Panjsher,300,16,260,,,2020-10-20
Parwan,406,19,271,,,2020-10-20
Samangan,333,14,311,,,2020-10-20
Sar-e-Pul,136,6,124,,,2020-10-20
Takhar,"1,140",36,735,,,2020-10-20
Urozgan,65,4,56,,,2020-10-20
Wardak,331,16,301,,,2020-10-20
Zabul,145,7,125,,,2020-10-20
Badakhshan,451,7,99,,,2020-10-19
Badghis,673,12,537,,,2020-10-19
Baghlan,681,30,288,,,2020-10-19
Balkh,"2,235",95,"1,466",,,2020-10-19
Bamyan,885,12,707,,,2020-10-19
Dykundi,785,14,419,,,2020-10-19
Farah,424,15,80,,,2020-10-19
Faryab,260,17,237,,,2020-10-19
Ghazni,566,47,479,,,2020-10-19
Ghor,542,13,184,,,2020-10-19
Helmand,213,27,178,,,2020-10-19
Hirat,"6,733",251,"6,028",,,2020-10-19
Jawzjan,197,6,188,,,2020-10-19
Kabul,"15,152",544,"14,414",,,2020-10-19
Kandahar,"1,530",37,"1,356",,,2020-10-19
Kapisa,205,10,193,,,2020-10-19
Khost,429,38,389,,,2020-10-19
Kunar,420,19,382,,,2020-10-19
Kunduz,663,20,430,,,2020-10-19
Laghman,392,4,151,,,2020-10-19
Logar,546,27,514,,,2020-10-19
Nangarhar,"1,455",79,"1,094",,,2020-10-19
Nimroz,400,8,382,,,2020-10-19
Nooristan,87,,38,,,2020-10-19
Paktika,214,6,144,,,2020-10-19
Paktya,"1,226",36,"1,054",,,2020-10-19
Panjsher,299,16,260,,,2020-10-19
Parwan,402,19,271,,,2020-10-19
Samangan,333,14,311,,,2020-10-19
Sar-e-Pul,136,6,124,,,2020-10-19
Takhar,"1,126",36,735,,,2020-10-19
Urozgan,65,4,56,,,2020-10-19
Wardak,330,16,301,,,2020-10-19
Zabul,145,7,125,,,2020-10-19
Badakhshan,451,7,99,,,2020-10-16
Badghis,673,12,537,,,2020-10-16
Baghlan,676,30,288,,,2020-10-16
Balkh,"2,218",94,"1,461",,,2020-10-16
Bamyan,885,12,707,,,2020-10-16
Dykundi,785,14,419,,,2020-10-16
Farah,421,15,65,,,2020-10-16
Faryab,254,17,237,,,2020-10-16
Ghazni,566,47,479,,,2020-10-16
Ghor,542,13,184,,,2020-10-16
Helmand,213,27,178,,,2020-10-16
Hirat,"6,687",251,"6,028",,,2020-10-16
Jawzjan,197,6,188,,,2020-10-16
Kabul,"15,144",539,"14,341",,,2020-10-16
Kandahar,"1,529",37,"1,351",,,2020-10-16
Kapisa,205,10,193,,,2020-10-16
Khost,429,38,389,,,2020-10-16
Kunar,419,19,382,,,2020-10-16
Kunduz,663,20,430,,,2020-10-16
Laghman,387,4,151,,,2020-10-16
Logar,546,27,514,,,2020-10-16
Nangarhar,"1,454",79,"1,094",,,2020-10-16
Nimroz,400,8,382,,,2020-10-16
Nooristan,87,,38,,,2020-10-16
Paktika,206,6,144,,,2020-10-16
Paktya,"1,212",36,"1,054",,,2020-10-16
Panjsher,299,16,260,,,2020-10-16
Parwan,397,18,271,,,2020-10-16
Samangan,333,14,311,,,2020-10-16
Sar-e-Pul,136,6,124,,,2020-10-16
Takhar,"1,120",36,735,,,2020-10-16
Urozgan,65,4,56,,,2020-10-16
Wardak,330,16,301,,,2020-10-16
Zabul,144,7,125,,,2020-10-16
Badakhshan,451,7,99,,,2020-10-15
Badghis,673,12,537,,,2020-10-15
Baghlan,672,30,288,,,2020-10-15
Balkh,"2,206",94,"1,461",,,2020-10-15
Bamyan,885,12,707,,,2020-10-15
Dykundi,774,14,419,,,2020-10-15
Farah,421,15,65,,,2020-10-15
Faryab,254,17,237,,,2020-10-15
Ghazni,566,47,479,,,2020-10-15
Ghor,542,13,184,,,2020-10-15
Helmand,213,27,178,,,2020-10-15
Hirat,"6,687",251,"6,028",,,2020-10-15
Jawzjan,197,6,188,,,2020-10-15
Kabul,"15,136",535,"14,286",,,2020-10-15
Kandahar,"1,525",37,"1,342",,,2020-10-15
Kapisa,205,10,193,,,2020-10-15
Khost,429,38,389,,,2020-10-15
Kunar,419,19,382,,,2020-10-15
Kunduz,662,20,425,,,2020-10-15
Laghman,387,4,151,,,2020-10-15
Logar,546,27,514,,,2020-10-15
Nangarhar,"1,452",79,"1,094",,,2020-10-15
Nimroz,398,8,382,,,2020-10-15
Nooristan,87,,38,,,2020-10-15
Paktika,206,6,144,,,2020-10-15
Paktya,"1,212",36,"1,054",,,2020-10-15
Panjsher,299,16,260,,,2020-10-15
Parwan,395,18,271,,,2020-10-15
Samangan,333,14,311,,,2020-10-15
Sar-e-Pul,136,6,124,,,2020-10-15
Takhar,"1,120",36,735,,,2020-10-15
Urozgan,65,4,56,,,2020-10-15
Wardak,329,16,301,,,2020-10-15
Zabul,144,7,125,,,2020-10-15
Badakhshan,451,7,99,,,2020-10-14
Badghis,673,12,537,,,2020-10-14
Baghlan,668,30,288,,,2020-10-14
Balkh,"2,190",94,"1,461",,,2020-10-14
Bamyan,885,12,707,,,2020-10-14
Dykundi,774,14,419,,,2020-10-14
Farah,421,15,65,,,2020-10-14
Faryab,254,17,237,,,2020-10-14
Ghazni,566,47,479,,,2020-10-14
Ghor,542,13,184,,,2020-10-14
Helmand,213,27,178,,,2020-10-14
Hirat,"6,687",251,"6,028",,,2020-10-14
Jawzjan,197,6,188,,,2020-10-14
Kabul,"15,132",535,"14,201",,,2020-10-14
Kandahar,"1,525",37,"1,334",,,2020-10-14
Kapisa,205,10,193,,,2020-10-14
Khost,429,38,389,,,2020-10-14
Kunar,419,19,382,,,2020-10-14
Kunduz,662,20,425,,,2020-10-14
Laghman,387,4,151,,,2020-10-14
Logar,546,27,514,,,2020-10-14
Nangarhar,"1,452",79,"1,094",,,2020-10-14
Nimroz,398,8,382,,,2020-10-14
Nooristan,87,,38,,,2020-10-14
Paktika,206,6,144,,,2020-10-14
Paktya,"1,212",36,"1,054",,,2020-10-14
Panjsher,299,16,260,,,2020-10-14
Parwan,395,18,271,,,2020-10-14
Samangan,333,14,311,,,2020-10-14
Sar-e-Pul,136,6,124,,,2020-10-14
Takhar,"1,112",36,735,,,2020-10-14
Urozgan,65,4,56,,,2020-10-14
Wardak,329,16,301,,,2020-10-14
Zabul,144,7,125,,,2020-10-14
Badakhshan,451,7,99,,,2020-10-13
Badghis,673,12,537,,,2020-10-13
Baghlan,668,30,288,,,2020-10-13
Balkh,"2,190",93,"1,461",,,2020-10-13
Bamyan,882,12,707,,,2020-10-13
Dykundi,774,14,419,,,2020-10-13
Farah,421,15,65,,,2020-10-13
Faryab,254,17,237,,,2020-10-13
Ghazni,566,47,446,,,2020-10-13
Ghor,542,13,184,,,2020-10-13
Helmand,213,27,178,,,2020-10-13
Hirat,"6,671",251,"6,028",,,2020-10-13
Jawzjan,197,6,188,,,2020-10-13
Kabul,"15,126",535,"14,201",,,2020-10-13
Kandahar,"1,515",37,"1,330",,,2020-10-13
Kapisa,205,10,193,,,2020-10-13
Khost,429,38,389,,,2020-10-13
Kunar,419,19,382,,,2020-10-13
Kunduz,652,20,416,,,2020-10-13
Laghman,387,4,151,,,2020-10-13
Logar,543,27,514,,,2020-10-13
Nangarhar,"1,449",79,"1,094",,,2020-10-13
Nimroz,396,8,382,,,2020-10-13
Nooristan,87,,38,,,2020-10-13
Paktika,206,6,144,,,2020-10-13
Paktya,"1,212",36,"1,054",,,2020-10-13
Panjsher,296,16,260,,,2020-10-13
Parwan,387,18,271,,,2020-10-13
Samangan,333,14,311,,,2020-10-13
Sar-e-Pul,136,6,124,,,2020-10-13
Takhar,"1,112",36,735,,,2020-10-13
Urozgan,64,4,56,,,2020-10-13
Wardak,329,16,301,,,2020-10-13
Zabul,143,7,125,,,2020-10-13
Badakhshan,451,7,99,,,2020-10-12
Badghis,673,12,537,,,2020-10-12
Baghlan,668,30,288,,,2020-10-12
Balkh,"2,189",93,"1,425",,,2020-10-12
Bamyan,882,12,707,,,2020-10-12
Dykundi,774,14,419,,,2020-10-12
Farah,413,15,65,,,2020-10-12
Faryab,254,17,237,,,2020-10-12
Ghazni,566,47,446,,,2020-10-12
Ghor,542,13,184,,,2020-10-12
Helmand,213,27,178,,,2020-10-12
Hirat,"6,624",250,"6,028",,,2020-10-12
Jawzjan,197,6,188,,,2020-10-12
Kabul,"15,126",535,"14,201",,,2020-10-12
Kandahar,"1,514",37,"1,327",,,2020-10-12
Kapisa,205,10,193,,,2020-10-12
Khost,429,38,389,,,2020-10-12
Kunar,419,19,382,,,2020-10-12
Kunduz,652,20,416,,,2020-10-12
Laghman,387,4,151,,,2020-10-12
Logar,543,27,514,,,2020-10-12
Nangarhar,"1,449",79,943,,,2020-10-12
Nimroz,396,8,382,,,2020-10-12
Nooristan,87,,38,,,2020-10-12
Paktika,206,6,144,,,2020-10-12
Paktya,"1,212",36,"1,054",,,2020-10-12
Panjsher,296,16,260,,,2020-10-12
Parwan,387,18,271,,,2020-10-12
Samangan,333,14,311,,,2020-10-12
Sar-e-Pul,136,6,124,,,2020-10-12
Takhar,"1,112",36,735,,,2020-10-12
Urozgan,63,4,56,,,2020-10-12
Wardak,329,16,301,,,2020-10-12
Zabul,143,7,125,,,2020-10-12
Badakhshan,451,7,99,,,2020-10-09
Badghis,669,12,537,,,2020-10-09
Baghlan,659,30,288,,,2020-10-09
Balkh,"2,189",92,"1,425",,,2020-10-09
Bamyan,871,12,707,,,2020-10-09
Dykundi,762,13,419,,,2020-10-09
Farah,413,15,65,,,2020-10-09
Faryab,254,17,237,,,2020-10-09
Ghazni,566,47,446,,,2020-10-09
Ghor,540,13,184,,,2020-10-09
Helmand,212,27,178,,,2020-10-09
Hirat,"6,534",248,"6,028",,,2020-10-09
Jawzjan,197,6,188,,,2020-10-09
Kabul,"15,115",532,"14,201",,,2020-10-09
Kandahar,"1,509",37,"1,317",,,2020-10-09
Kapisa,205,10,193,,,2020-10-09
Khost,427,38,389,,,2020-10-09
Kunar,419,19,382,,,2020-10-09
Kunduz,648,20,416,,,2020-10-09
Laghman,387,4,151,,,2020-10-09
Logar,543,27,514,,,2020-10-09
Nangarhar,"1,447",79,943,,,2020-10-09
Nimroz,394,8,382,,,2020-10-09
Nooristan,87,,38,,,2020-10-09
Paktika,206,6,144,,,2020-10-09
Paktya,"1,211",36,"1,004",,,2020-10-09
Panjsher,296,16,260,,,2020-10-09
Parwan,372,18,271,,,2020-10-09
Samangan,333,14,311,,,2020-10-09
Sar-e-Pul,136,6,124,,,2020-10-09
Takhar,"1,107",36,735,,,2020-10-09
Urozgan,63,4,56,,,2020-10-09
Wardak,329,16,301,,,2020-10-09
Zabul,142,7,125,,,2020-10-09
Badakhshan,451,7,99,,,2020-10-08
Badghis,669,12,537,,,2020-10-08
Baghlan,658,30,288,,,2020-10-08
Balkh,"2,189",92,"1,425",,,2020-10-08
Bamyan,871,12,707,,,2020-10-08
Dykundi,762,12,419,,,2020-10-08
Farah,413,15,65,,,2020-10-08
Faryab,254,17,237,,,2020-10-08
Ghazni,566,47,446,,,2020-10-08
Ghor,540,13,184,,,2020-10-08
Helmand,212,27,178,,,2020-10-08
Hirat,"6,474",247,"6,028",,,2020-10-08
Jawzjan,197,6,188,,,2020-10-08
Kabul,"15,106",532,"14,201",,,2020-10-08
Kandahar,"1,509",37,"1,317",,,2020-10-08
Kapisa,205,10,193,,,2020-10-08
Khost,427,38,389,,,2020-10-08
Kunar,419,19,382,,,2020-10-08
Kunduz,647,20,416,,,2020-10-08
Laghman,387,4,151,,,2020-10-08
Logar,542,27,514,,,2020-10-08
Nangarhar,"1,447",79,943,,,2020-10-08
Nimroz,394,8,382,,,2020-10-08
Nooristan,87,,38,,,2020-10-08
Paktika,206,6,144,,,2020-10-08
Paktya,"1,211",36,"1,004",,,2020-10-08
Panjsher,296,16,260,,,2020-10-08
Parwan,372,18,271,,,2020-10-08
Samangan,333,14,311,,,2020-10-08
Sar-e-Pul,136,6,124,,,2020-10-08
Takhar,"1,102",36,735,,,2020-10-08
Urozgan,63,4,56,,,2020-10-08
Wardak,329,16,301,,,2020-10-08
Zabul,142,7,125,,,2020-10-08
Badakhshan,451,7,99,,,2020-10-07
Badghis,669,12,537,,,2020-10-07
Baghlan,658,30,288,,,2020-10-07
Balkh,"2,189",92,"1,419",,,2020-10-07
Bamyan,871,12,707,,,2020-10-07
Dykundi,762,11,419,,,2020-10-07
Farah,413,15,65,,,2020-10-07
Faryab,254,17,237,,,2020-10-07
Ghazni,566,47,446,,,2020-10-07
Ghor,540,13,184,,,2020-10-07
Helmand,212,27,178,,,2020-10-07
Hirat,"6,424",247,"6,028",,,2020-10-07
Jawzjan,197,6,188,,,2020-10-07
Kabul,"15,090",532,"14,201",,,2020-10-07
Kandahar,"1,508",37,"1,310",,,2020-10-07
Kapisa,205,10,193,,,2020-10-07
Khost,427,38,389,,,2020-10-07
Kunar,419,19,382,,,2020-10-07
Kunduz,647,20,416,,,2020-10-07
Laghman,387,4,151,,,2020-10-07
Logar,541,27,514,,,2020-10-07
Nangarhar,"1,447",79,943,,,2020-10-07
Nimroz,394,8,382,,,2020-10-07
Nooristan,87,,38,,,2020-10-07
Paktika,206,6,144,,,2020-10-07
Paktya,"1,211",36,"1,004",,,2020-10-07
Panjsher,296,16,260,,,2020-10-07
Parwan,372,18,271,,,2020-10-07
Samangan,333,14,311,,,2020-10-07
Sar-e-Pul,136,6,124,,,2020-10-07
Takhar,"1,102",36,735,,,2020-10-07
Urozgan,63,4,56,,,2020-10-07
Wardak,329,16,301,,,2020-10-07
Zabul,142,7,125,,,2020-10-07
Badakhshan,448,7,99,,,2020-10-06
Badghis,669,12,537,,,2020-10-06
Baghlan,657,30,288,,,2020-10-06
Balkh,"2,189",92,"1,419",,,2020-10-06
Bamyan,869,12,707,,,2020-10-06
Dykundi,757,11,419,,,2020-10-06
Farah,413,15,65,,,2020-10-06
Faryab,254,17,237,,,2020-10-06
Ghazni,566,47,446,,,2020-10-06
Ghor,540,13,184,,,2020-10-06
Helmand,212,27,178,,,2020-10-06
Hirat,"6,382",245,"5,960",,,2020-10-06
Jawzjan,197,6,188,,,2020-10-06
Kabul,"15,086",532,"14,201",,,2020-10-06
Kandahar,"1,508",37,"1,310",,,2020-10-06
Kapisa,205,10,193,,,2020-10-06
Khost,427,38,389,,,2020-10-06
Kunar,419,19,382,,,2020-10-06
Kunduz,647,20,416,,,2020-10-06
Laghman,387,4,151,,,2020-10-06
Logar,541,27,514,,,2020-10-06
Nangarhar,"1,447",79,943,,,2020-10-06
Nimroz,390,8,382,,,2020-10-06
Nooristan,87,,38,,,2020-10-06
Paktika,206,6,144,,,2020-10-06
Paktya,"1,211",36,"1,004",,,2020-10-06
Panjsher,296,16,260,,,2020-10-06
Parwan,372,18,271,,,2020-10-06
Samangan,333,14,311,,,2020-10-06
Sar-e-Pul,136,6,124,,,2020-10-06
Takhar,"1,102",36,735,,,2020-10-06
Urozgan,63,4,56,,,2020-10-06
Wardak,329,16,301,,,2020-10-06
Zabul,141,7,125,,,2020-10-06
Badakhshan,448,7,99,,,2020-10-01
Badghis,669,12,537,,,2020-10-01
Baghlan,657,30,288,,,2020-10-01
Balkh,"2,189",90,"1,409",,,2020-10-01
Bamyan,865,12,707,,,2020-10-01
Dykundi,731,11,419,,,2020-10-01
Farah,395,15,65,,,2020-10-01
Faryab,254,17,237,,,2020-10-01
Ghazni,566,47,446,,,2020-10-01
Ghor,540,13,184,,,2020-10-01
Helmand,211,27,178,,,2020-10-01
Hirat,"6,305",244,"5,960",,,2020-10-01
Jawzjan,197,6,188,,,2020-10-01
Kabul,"15,026",526,"14,121",,,2020-10-01
Kandahar,"1,506",37,"1,267",,,2020-10-01
Kapisa,205,10,193,,,2020-10-01
Khost,427,38,389,,,2020-10-01
Kunar,419,19,382,,,2020-10-01
Kunduz,645,20,414,,,2020-10-01
Laghman,387,4,151,,,2020-10-01
Logar,541,27,514,,,2020-10-01
Nangarhar,"1,447",79,943,,,2020-10-01
Nimroz,390,8,382,,,2020-10-01
Nooristan,87,,38,,,2020-10-01
Paktika,206,6,144,,,2020-10-01
Paktya,"1,211",36,"1,004",,,2020-10-01
Panjsher,296,16,260,,,2020-10-01
Parwan,371,18,271,,,2020-10-01
Samangan,333,14,311,,,2020-10-01
Sar-e-Pul,136,6,124,,,2020-10-01
Takhar,"1,100",36,735,,,2020-10-01
Urozgan,62,4,56,,,2020-10-01
Wardak,328,16,301,,,2020-10-01
Zabul,140,7,125,,,2020-10-01
Badakhshan,448,7,99,,,2020-09-30
Badghis,669,12,494,,,2020-09-30
Baghlan,656,30,288,,,2020-09-30
Balkh,"2,183",90,"1,399",,,2020-09-30
Bamyan,865,12,707,,,2020-09-30
Dykundi,729,11,419,,,2020-09-30
Farah,395,15,65,,,2020-09-30
Faryab,254,17,237,,,2020-09-30
Ghazni,566,47,446,,,2020-09-30
Ghor,540,13,184,,,2020-09-30
Helmand,211,27,178,,,2020-09-30
Hirat,"6,305",244,"5,960",,,2020-09-30
Jawzjan,197,6,188,,,2020-09-30
Kabul,"15,015",526,"14,121",,,2020-09-30
Kandahar,"1,506",37,"1,267",,,2020-09-30
Kapisa,205,10,193,,,2020-09-30
Khost,427,38,389,,,2020-09-30
Kunar,419,19,382,,,2020-09-30
Kunduz,645,20,414,,,2020-09-30
Laghman,387,4,151,,,2020-09-30
Logar,541,27,514,,,2020-09-30
Nangarhar,"1,447",79,943,,,2020-09-30
Nimroz,390,8,382,,,2020-09-30
Nooristan,87,,38,,,2020-09-30
Paktika,206,6,144,,,2020-09-30
Paktya,"1,211",36,"1,004",,,2020-09-30
Panjsher,296,16,260,,,2020-09-30
Parwan,370,18,271,,,2020-09-30
Samangan,333,14,311,,,2020-09-30
Sar-e-Pul,136,6,124,,,2020-09-30
Takhar,"1,100",36,735,,,2020-09-30
Urozgan,62,4,56,,,2020-09-30
Wardak,328,16,301,,,2020-09-30
Zabul,139,7,125,,,2020-09-30
Badakhshan,440,7,99,,,2020-09-29
Badghis,669,12,492,,,2020-09-29
Baghlan,656,30,288,,,2020-09-29
Balkh,"2,179",90,"1,371",,,2020-09-29
Bamyan,865,12,707,,,2020-09-29
Dykundi,729,11,419,,,2020-09-29
Farah,395,15,65,,,2020-09-29
Faryab,254,17,237,,,2020-09-29
Ghazni,566,47,446,,,2020-09-29
Ghor,540,13,184,,,2020-09-29
Helmand,211,27,178,,,2020-09-29
Hirat,"6,305",244,"5,960",,,2020-09-29
Jawzjan,197,6,188,,,2020-09-29
Kabul,"15,014",526,"14,121",,,2020-09-29
Kandahar,"1,506",37,"1,267",,,2020-09-29
Kapisa,205,10,193,,,2020-09-29
Khost,427,38,389,,,2020-09-29
Kunar,419,19,382,,,2020-09-29
Kunduz,645,20,401,,,2020-09-29
Laghman,387,4,151,,,2020-09-29
Logar,541,27,514,,,2020-09-29
Nangarhar,"1,447",79,943,,,2020-09-29
Nimroz,390,8,382,,,2020-09-29
Nooristan,87,,38,,,2020-09-29
Paktika,206,6,144,,,2020-09-29
Paktya,"1,211",36,"1,004",,,2020-09-29
Panjsher,296,16,260,,,2020-09-29
Parwan,370,18,271,,,2020-09-29
Samangan,333,14,311,,,2020-09-29
Sar-e-Pul,136,6,124,,,2020-09-29
Takhar,"1,100",36,735,,,2020-09-29
Urozgan,62,4,56,,,2020-09-29
Wardak,328,16,301,,,2020-09-29
Zabul,138,7,125,,,2020-09-29
Badakhshan,440,7,99,,,2020-09-28
Badghis,668,11,492,,,2020-09-28
Baghlan,656,30,288,,,2020-09-28
Balkh,"2,175",90,"1,338",,,2020-09-28
Bamyan,865,12,707,,,2020-09-28
Dykundi,725,11,419,,,2020-09-28
Farah,395,15,65,,,2020-09-28
Faryab,254,17,237,,,2020-09-28
Ghazni,566,47,398,,,2020-09-28
Ghor,540,13,184,,,2020-09-28
Helmand,211,27,178,,,2020-09-28
Hirat,"6,305",244,"5,960",,,2020-09-28
Jawzjan,197,6,188,,,2020-09-28
Kabul,"15,008",525,"14,121",,,2020-09-28
Kandahar,"1,506",37,"1,267",,,2020-09-28
Kapisa,205,10,193,,,2020-09-28
Khost,427,38,389,,,2020-09-28
Kunar,419,19,382,,,2020-09-28
Kunduz,645,20,401,,,2020-09-28
Laghman,387,4,151,,,2020-09-28
Logar,541,27,514,,,2020-09-28
Nangarhar,"1,447",79,920,,,2020-09-28
Nimroz,390,8,382,,,2020-09-28
Nooristan,87,,38,,,2020-09-28
Paktika,206,6,144,,,2020-09-28
Paktya,"1,211",36,"1,004",,,2020-09-28
Panjsher,296,16,260,,,2020-09-28
Parwan,370,18,271,,,2020-09-28
Samangan,333,14,311,,,2020-09-28
Sar-e-Pul,136,6,124,,,2020-09-28
Takhar,"1,100",36,735,,,2020-09-28
Urozgan,62,4,56,,,2020-09-28
Wardak,328,16,301,,,2020-09-28
Zabul,138,7,125,,,2020-09-28
Badakhshan,435,7,99,,,2020-09-25
Badghis,668,11,492,,,2020-09-25
Baghlan,656,30,288,,,2020-09-25
Balkh,"2,161",88,"1,331",,,2020-09-25
Bamyan,865,12,707,,,2020-09-25
Dykundi,720,11,419,,,2020-09-25
Farah,395,15,65,,,2020-09-25
Faryab,254,17,237,,,2020-09-25
Ghazni,566,47,398,,,2020-09-25
Ghor,540,13,184,,,2020-09-25
Helmand,211,27,178,,,2020-09-25
Hirat,"6,299",243,"5,960",,,2020-09-25
Jawzjan,197,6,188,,,2020-09-25
Kabul,"14,993",523,"14,121",,,2020-09-25
Kandahar,"1,506",37,"1,267",,,2020-09-25
Kapisa,205,10,193,,,2020-09-25
Khost,427,38,389,,,2020-09-25
Kunar,418,19,382,,,2020-09-25
Kunduz,640,20,401,,,2020-09-25
Laghman,387,4,151,,,2020-09-25
Logar,541,27,514,,,2020-09-25
Nangarhar,"1,447",79,920,,,2020-09-25
Nimroz,390,8,382,,,2020-09-25
Nooristan,87,,38,,,2020-09-25
Paktika,206,6,144,,,2020-09-25
Paktya,"1,211",36,988,,,2020-09-25
Panjsher,296,16,260,,,2020-09-25
Parwan,369,18,271,,,2020-09-25
Samangan,333,14,311,,,2020-09-25
Sar-e-Pul,136,6,124,,,2020-09-25
Takhar,"1,099",36,735,,,2020-09-25
